# NIGHTCRAWLER — Katalog fuer die Shell-Werkzeuge (installer.sh, motd.sh)
#
# Format: DEUTSCHER TEXT <TAB> ENGLISCHER TEXT
# Der deutsche Text ist der SCHLUESSEL — genau wie in locales/en.json fuer den
# Bot. Fehlt eine Zeile, bleibt Deutsch stehen; ein fehlender Eintrag ist also
# nie ein Fehler, nur eine Luecke. Neue Zeilen einfach anhaengen.
#
# Pruefen:  python3 tools/i18n_tools.py --check en
Fuenf Pakete sind Zubehoer: jedes kostet Platz und Zeit, keines ist fuer den Kern noetig, jedes laesst sich spaeter nachruesten mit  .venv\Scripts\pip install NAME	Five packages are accessories: each costs space and time, none is needed for the core, and each can be added later with  .venv\Scripts\pip install NAME
Fuer Linux, Raspberry Pi und macOS: tools/installer.sh	For Linux, Raspberry Pi and macOS: tools/installer.sh
Haeufigste Ursache unter Windows: ein Paket ohne fertiges Rad braucht einen Compiler. Abhilfe: 'Microsoft C++ Build Tools' installieren, oder das Paket auslassen. Wiederholen ist gefahrlos: .venv\Scripts\pip install -r requirements.txt	Most common cause on Windows: a package without a prebuilt wheel needs a compiler. Remedy: install the 'Microsoft C++ Build Tools', or leave the package out. Retrying is harmless: .venv\Scripts\pip install -r requirements.txt
Kein CrowdSec-Panel - die Abwehr ist ein Linux-Dienst.	No CrowdSec panel - the defence is a Linux service.
Kein MOTD-Statusbild beim Login (tools\motd.sh ist Linux und macOS).	No MOTD status screen at login (tools\motd.sh is Linux and macOS).
Kein Python 3.12 oder neuer gefunden.	No Python 3.12 or newer found.
Kein Quelltext neben dem Skript - er wird von GitHub geholt.	No source next to the script - it will be fetched from GitHub.
Kein Token - der Telegram-Teil bleibt still, bis BOT_TOKEN in der .env steht.	No token - the Telegram side stays silent until BOT_TOKEN is in the .env.
Kein systemd. Der Bot laeuft, solange sein Fenster offen ist,	No systemd. The bot runs as long as its window is open,
Kein uvloop. Das ist reine Beschleunigung der asyncio-Schleife;	No uvloop. That is pure speed-up of the asyncio loop;
Keine Freigabeliste - jeder Telegram-Nutzer kann den Bot bedienen.	No allow list - any Telegram user can operate the bot.
Konfiguration (.env)	Configuration (.env)
Konfiguration geschrieben:	Configuration written:
Kopiere Quelltext nach	Copying source to
Kopieren fehlgeschlagen, robocopy meldet	Copying failed, robocopy reports
Lege virtuelle Umgebung an	Creating the virtual environment
Merkzettel	Notes
Multi-Ziel-Restream und KI-Moderation (AZRAEL).	multi-target restream and AI moderation (AZRAEL).
NIGHTCRAWLER v37 - Installation fuer Windows	NIGHTCRAWLER v37 - installation for Windows
NIGHTCRAWLER v37 - TikTok-Live-Ueberwachung, Aufnahme,	NIGHTCRAWLER v37 - TikTok live monitoring, recording,
NIGHTCRAWLER wird ueber Telegram bedient. Den Bot-Token gibt dir @BotFather in Telegram: /newbot, Namen vergeben, fertig. Er sieht aus wie 123456789:AAF... und laesst sich nicht erzeugen, nur holen.	NIGHTCRAWLER is operated through Telegram. @BotFather in Telegram gives you the bot token: /newbot, pick a name, done. It looks like 123456789:AAF... and cannot be generated, only fetched.
Naechste Schritte	Next steps
Name der Admin-Rolle (fuer /ban, /timeout, /setup_...)	Name of the admin role (for /ban, /timeout, /setup_...)
Nicht installiert wird:	Not installed:
Notieren oder im Passwortmanager ablegen - es steht auch in der .env.	Write it down or store it in a password manager - it is also in the .env.
OFFEN: BOT_TOKEN in .env eintragen (von @BotFather)	OPEN: enter BOT_TOKEN in .env (from @BotFather)
OFFEN: ffmpeg installieren - ohne ihn keine Aufnahme und kein Restream	OPEN: install ffmpeg - without it there is no recording and no restream
Ohne Freigabeliste darf jeder, der deinen Bot findet, ihn bedienen. ALLOWED_USER_IDS ist diese Liste (Zahlen, per Komma getrennt). Deine eigene ID sagt dir @userinfobot in Telegram.	Without an allow list, anyone who finds your bot may operate it. ALLOWED_USER_IDS is that list (numbers, comma separated). @userinfobot in Telegram tells you your own ID.
Ohne Python 3.12 oder neuer geht es nicht weiter.	Without Python 3.12 or newer this cannot continue.
Optional: dieselben Funktionen als Slash-Commands in deinem Discord-Server. Token aus dem Discord Developer Portal (Bot, dann Reset Token). Ohne Token bleibt der Discord-Teil still - der Bot startet trotzdem.	Optional: the same functions as slash commands in your Discord server. Token from the Discord Developer Portal (Bot, then Reset Token). Without a token the Discord side stays silent - the bot starts anyway.
Pakete	Packages
Platzhalter-Werte geleert (sie waeren als echte Werte gelesen worden).	placeholder values cleared (they would have been read as real values).
PyMySQL installieren?  (nur noetig, wenn die Daten in MariaDB statt SQLite liegen sollen)	Install PyMySQL?  (only needed if the data should live in MariaDB instead of SQLite)
Python	Python
Python 3.13 jetzt per winget installieren?	Install Python 3.13 now via winget?
Python-Paket ausgelassen, spaeter nachruestbar mit	Python package left out, can be added later with
Python:	Python:
Quelltext liegt bereits hier:	Source is already here:
Quelltext liegt in	Source is in
Restream heisst: der TikTok-Stream geht gleichzeitig auf deine eigenen Kanaele. Der Stream-Key kommt von der Plattform (Kick: Creator-Dashboard, Twitch: Einstellungen/Stream, YouTube: Studio/Livestream). Er ist ein Geheimnis und laesst sich nicht erzeugen.	Restream means: the TikTok stream goes to your own channels at the same time. The stream key comes from the platform (Kick: creator dashboard, Twitch: Settings/Stream, YouTube: Studio/Live streaming). It is a secret and cannot be generated.
Restream-Ziele	Restream targets
Selbsttest	Self-test
Selbsttest hatte Befunde - erneut: .venv\Scripts\python.exe bot.py --selfcheck	The self-test had findings - run it again: .venv\Scripts\python.exe bot.py --selfcheck
Selbsttest ohne Befund.	Self-test without findings.
Startskript und Autostart	Start script and autostart
Startskript:	Start script:
Stream-Key	stream key
System pruefen	Check the system
Telegram - der Pflichtteil	Telegram - the mandatory part
Telegram Bot-Token (von @BotFather)	Telegram bot token (from @BotFather)
Verzeichnis	Directory
Vorhandene .env gesichert:	Existing .env backed up:
Vorhandene Umgebung wird weiterbenutzt.	The existing environment will be reused.
Vorhandenes .venv passt nicht (zu altes Python) - wird neu angelegt.	The existing .venv does not fit (Python too old) - it will be recreated.
Was bereits geschrieben wurde, bleibt liegen - ein erneuter Lauf	What has already been written stays - another run
Was unter Windows anders ist	What differs on Windows
Willkommen	Welcome
Windows kennt kein systemd. Der uebliche Ersatz ist die Aufgabenplanung: eine Aufgabe, die den Bot bei der Anmeldung startet. Sie startet ihn nicht nach einem Absturz neu - fuer einen echten Dienst mit Neustart gibt es NSSM (nssm.cc).	Windows has no systemd. The usual substitute is the Task Scheduler: a task that starts the bot at logon. It does not restart it after a crash - for a real service with restart there is NSSM (nssm.cc).
Windows:	Windows:
Zielverzeichnis	Target directory
Zur Last: sobald ein zweites Ziel dazukommt, muss ffmpeg umkodieren - das kostet ein Vielfaches an CPU. Ein Ziel ohne Transcode laeuft auch auf schwacher Hardware.	On load: as soon as a second target is added, ffmpeg has to transcode - that costs several times the CPU. A single target without transcoding runs on weak hardware too.
Zur Sicherheit wiederholen:	Repeat to be sure:
Zusaetzlich gibt es einen PIN-Login fuer die Weboberflaeche und die Handy-PWA - bequemer als ein 40-Zeichen-Token im Browser.	There is also a PIN login for the web interface and the phone PWA - more convenient than a 40-character token in the browser.
Zusammenfassung	Summary
alle Ja/Nein-Fragen per Vorgabe	all yes/no questions answered by their default
als Restream-Ziel einrichten?	set up as a restream target?
bot.py braucht mindestens Python 3.12. Das ist keine Empfehlung: die Datei benutzt f-strings mit Backslash (PEP 701) - unter 3.11 scheitert schon das Einlesen mit einem SyntaxError.	bot.py needs Python 3.12 at least. That is not a recommendation: the file uses f-strings with a backslash (PEP 701) - on 3.11 even parsing fails with a SyntaxError.
bot.py laesst sich nicht einlesen - Python-Fassung pruefen.	bot.py cannot be parsed - check the Python version.
boto3 installieren?  (schiebt Aufnahmen automatisch in einen S3-Speicher)	Install boto3?  (pushes recordings into S3 storage automatically)
discord.py installieren?  (zweite Bedienoberflaeche: 45 Slash-Commands, Moderation, Community)	Install discord.py?  (second interface: 45 slash commands, moderation, community)
ebenfalls Linux. Unter Windows aktualisierst du mit git pull.	is Linux as well. On Windows you update with git pull.
eingeben (leer = spaeter selbst eintragen):	- enter it (empty = fill it in yourself later):
eingerichtet.	configured.
erzeugt:	generated:
erzeugte PIN:	generated PIN:
faster-whisper installieren?  (Transkription des Streams, Grundlage fuer Clips und Highlights; rund 300 MB und viel CPU)	Install faster-whisper?  (transcription of the stream, the basis for clips and highlights; around 300 MB and a lot of CPU)
ffmpeg fehlt.	ffmpeg is missing.
ffmpeg jetzt per winget installieren?	Install ffmpeg now via winget?
ffmpeg schneidet, kodiert und sendet - es ist das Herz von Aufnahme und Restream. Der Bot startet auch ohne, kann dann aber nichts aufzeichnen und nichts weitersenden.	ffmpeg cuts, encodes and sends - it is the heart of recording and restreaming. The bot starts without it, but then cannot record and cannot forward anything.
ffmpeg:	ffmpeg:
in den Energieoptionen den Standbymodus abschalten.	turn standby off in the power options.
oder ueber die Aufgabenplanung ab der Anmeldung.	or through the Task Scheduler from logon onwards.
ohne sie laeuft alles, nur etwas gemaechlicher.	without it everything runs, just a little more sedately.
pip install laeuft - je nach Verbindung 1 bis 15 Minuten.	pip install is running - 1 to 15 minutes depending on your connection.
redis installieren?  (Cache; erst bei sehr vielen gleichzeitigen Dashboard-Zugriffen sinnvoll)	Install redis?  (cache; only worthwhile with very many simultaneous dashboard accesses)
requirements.txt liess sich nicht auswerten.	requirements.txt could not be evaluated.
setzt dort auf, ohne Schaden anzurichten.	picks up there without doing any damage.
sicheres Passwort erzeugen lassen?	generate a secure password?
tools\deploy.sh (Auslieferung mit Vorabpruefung und Rollback) ist	tools\deploy.sh (delivery with pre-checks and rollback)
tools\install.bat            gefuehrt, mit Erklaerungen	tools\install.bat            guided, with explanations
tools\install.bat /?         diese Hilfe	tools\install.bat /?         this help
tools\install.bat /auto      gar keine Fragen, Passwoerter werden erzeugt	tools\install.bat /auto      no questions at all, passwords are generated
tools\install.bat /express   nur Pflichtfragen (Token, Pfade, Keys);	tools\install.bat /express   only mandatory questions (tokens, paths, keys);
und warum. Es fragt vor jedem Eingriff. Strg+C bricht gefahrlos ab.	and why. It asks before every change. Ctrl+C cancels safely.
winget fehlt - Python und ffmpeg muessten von Hand kommen.	winget is missing - Python and ffmpeg would have to be installed by hand.
winget ist der Paketmanager von Windows, er steckt in der App 'App Installer' aus dem Microsoft Store.	winget is the Windows package manager; it comes with the 'App Installer' app from the Microsoft Store.
winget setzt den PATH erst fuer NEUE Fenster. Steht ffmpeg gleich noch als fehlend da: Fenster schliessen, neu oeffnen, Skript erneut starten.	winget only updates the PATH for NEW windows. If ffmpeg still shows as missing in a moment: close the window, open a new one, run the script again.
winget vorhanden - fehlende Programme koennen installiert werden.	winget is available - missing programs can be installed.
